CHR,BIN_START,BIN_END,midBP,n_all,n_PC1,r_PC1,n_PC2,r_PC2,n_PC3,r_PC3,r_PC1_scaled,r_PC2_scaled,r_PC3_scaled
chr2R,116000000,117000000,116500000,3,0,0,0,0,0,0,0,0,0
chr2R,117000000,118000000,117500000,1,0,0,0,0,0,0,0,0,0
chr2R,118000000,119000000,118500000,2,0,0,0,0,0,0,0,0,0
chr2R,120000000,121000000,120500000,4,0,0,0,0,0,0,0,0,0
chr2R,121000000,122000000,121500000,7,1,0.14285714285714285,0,0,1,0.14285714285714285,0.01818181818181818,0,0.01818181818181818
chr2R,122000000,123000000,122500000,1,0,0,0,0,0,0,0,0,0
chr2R,124000000,125000000,124500000,2,0,0,0,0,0,0,0,0,0
chr2R,125000000,126000000,125500000,10,0,0,0,0,0,0,0,0,0
chr2R,127000000,128000000,127500000,19,0,0,2,0.10526315789473684,0,0,0,0.03636363636363636,0
chr2R,128000000,129000000,128500000,6,0,0,0,0,0,0,0,0,0
chr2R,129000000,130000000,129500000,7,1,0.14285714285714285,0,0,0,0,0.01818181818181818,0,0
chr2R,130000000,131000000,130500000,4,0,0,0,0,0,0,0,0,0
chr2R,132000000,133000000,132500000,2,1,0.5,1,0.5,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,133000000,134000000,133500000,6,0,0,0,0,0,0,0,0,0
chr2R,135000000,136000000,135500000,7,0,0,0,0,0,0,0,0,0
chr2R,140000000,141000000,140500000,2,0,0,0,0,0,0,0,0,0
chr2R,142000000,143000000,142500000,4,0,0,0,0,1,0.25,0,0,0.01818181818181818
chr2R,145000000,146000000,145500000,2,0,0,0,0,0,0,0,0,0
chr2R,146000000,147000000,146500000,4,0,0,0,0,0,0,0,0,0
chr2R,147000000,148000000,147500000,2,0,0,0,0,0,0,0,0,0
chr2R,148000000,149000000,148500000,7,0,0,0,0,0,0,0,0,0
chr2R,150000000,151000000,150500000,1,0,0,0,0,0,0,0,0,0
chr2R,151000000,152000000,151500000,7,0,0,2,0.2857142857142857,0,0,0,0.03636363636363636,0
chr2R,155000000,156000000,155500000,12,1,0.08333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,161000000,162000000,161500000,3,0,0,0,0,0,0,0,0,0
chr2R,162000000,163000000,162500000,3,0,0,0,0,0,0,0,0,0
chr2R,163000000,164000000,163500000,1,1,1,1,1,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,165000000,166000000,165500000,11,2,0.18181818181818182,0,0,0,0,0.03636363636363636,0,0
chr2R,166000000,167000000,166500000,3,0,0,0,0,0,0,0,0,0
chr2R,169000000,170000000,169500000,4,0,0,0,0,0,0,0,0,0
chr2R,186000000,187000000,186500000,1,0,0,0,0,0,0,0,0,0
chr2R,193000000,194000000,193500000,3,0,0,0,0,0,0,0,0,0
chr2R,195000000,196000000,195500000,1,0,0,0,0,0,0,0,0,0
chr2R,198000000,199000000,198500000,4,0,0,1,0.25,0,0,0,0.01818181818181818,0
chr2R,201000000,202000000,201500000,1,0,0,0,0,0,0,0,0,0
chr2R,202000000,203000000,202500000,2,0,0,0,0,0,0,0,0,0
chr2R,210000000,211000000,210500000,2,0,0,0,0,0,0,0,0,0
chr2R,215000000,216000000,215500000,1,0,0,0,0,0,0,0,0,0
chr2R,217000000,218000000,217500000,1,0,0,0,0,0,0,0,0,0
chr2R,222000000,223000000,222500000,2,0,0,0,0,0,0,0,0,0
chr2R,224000000,225000000,224500000,3,0,0,0,0,0,0,0,0,0
chr2R,226000000,227000000,226500000,1,0,0,0,0,0,0,0,0,0
chr2R,227000000,228000000,227500000,3,0,0,0,0,0,0,0,0,0
chr2R,228000000,229000000,228500000,7,0,0,0,0,0,0,0,0,0
chr2R,229000000,230000000,229500000,3,0,0,0,0,0,0,0,0,0
chr2R,235000000,236000000,235500000,1,0,0,0,0,0,0,0,0,0
chr2R,237000000,238000000,237500000,2,0,0,0,0,0,0,0,0,0
chr2R,238000000,239000000,238500000,1,1,1,0,0,0,0,0.01818181818181818,0,0
chr2R,239000000,240000000,239500000,1,0,0,0,0,0,0,0,0,0
chr2R,240000000,241000000,240500000,3,0,0,0,0,0,0,0,0,0
chr2R,241000000,242000000,241500000,2,0,0,0,0,0,0,0,0,0
chr2R,246000000,247000000,246500000,13,4,0.3076923076923077,0,0,1,0.07692307692307693,0.07272727272727272,0,0.01818181818181818
chr2R,247000000,248000000,247500000,5,0,0,0,0,0,0,0,0,0
chr2R,253000000,254000000,253500000,7,0,0,0,0,0,0,0,0,0
chr2R,254000000,255000000,254500000,2,1,0.5,0,0,0,0,0.01818181818181818,0,0
chr2R,258000000,259000000,258500000,2,0,0,0,0,0,0,0,0,0
chr2R,260000000,261000000,260500000,4,0,0,0,0,0,0,0,0,0
chr2R,264000000,265000000,264500000,2,0,0,0,0,0,0,0,0,0
chr2R,276000000,277000000,276500000,1,0,0,0,0,0,0,0,0,0
chr2R,282000000,283000000,282500000,1,0,0,0,0,0,0,0,0,0
chr2R,286000000,287000000,286500000,1,0,0,0,0,0,0,0,0,0
chr2R,348000000,349000000,348500000,1,0,0,0,0,0,0,0,0,0
chr2R,350000000,351000000,350500000,1,1,1,1,1,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,382000000,383000000,382500000,1,0,0,0,0,0,0,0,0,0
chr2R,385000000,386000000,385500000,1,0,0,0,0,0,0,0,0,0
chr2R,420000000,421000000,420500000,5,0,0,0,0,0,0,0,0,0
chr2R,436000000,437000000,436500000,1,0,0,0,0,0,0,0,0,0
chr2R,440000000,441000000,440500000,1,0,0,0,0,0,0,0,0,0
chr2R,442000000,443000000,442500000,1,0,0,0,0,0,0,0,0,0
chr2R,444000000,445000000,444500000,1,0,0,0,0,0,0,0,0,0
chr2R,451000000,452000000,451500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,453000000,454000000,453500000,3,0,0,0,0,0,0,0,0,0
chr2R,454000000,455000000,454500000,3,0,0,0,0,0,0,0,0,0
chr2R,455000000,456000000,455500000,1,0,0,0,0,0,0,0,0,0
chr2R,456000000,457000000,456500000,1,0,0,0,0,0,0,0,0,0
chr2R,462000000,463000000,462500000,1,0,0,0,0,0,0,0,0,0
chr2R,470000000,471000000,470500000,4,0,0,0,0,0,0,0,0,0
chr2R,471000000,472000000,471500000,1,0,0,0,0,0,0,0,0,0
chr2R,473000000,474000000,473500000,2,0,0,0,0,0,0,0,0,0
chr2R,475000000,476000000,475500000,1,1,1,1,1,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,476000000,477000000,476500000,1,1,1,1,1,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,484000000,485000000,484500000,3,0,0,0,0,0,0,0,0,0
chr2R,509000000,510000000,509500000,1,0,0,0,0,0,0,0,0,0
chr2R,523000000,524000000,523500000,1,0,0,0,0,0,0,0,0,0
chr2R,533000000,534000000,533500000,2,0,0,0,0,0,0,0,0,0
chr2R,540000000,541000000,540500000,1,0,0,0,0,0,0,0,0,0
chr2R,541000000,542000000,541500000,1,0,0,0,0,0,0,0,0,0
chr2R,544000000,545000000,544500000,1,0,0,0,0,0,0,0,0,0
chr2R,551000000,552000000,551500000,2,0,0,0,0,0,0,0,0,0
chr2R,555000000,556000000,555500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,568000000,569000000,568500000,4,0,0,0,0,0,0,0,0,0
chr2R,571000000,572000000,571500000,1,0,0,0,0,0,0,0,0,0
chr2R,572000000,573000000,572500000,7,0,0,0,0,0,0,0,0,0
chr2R,574000000,575000000,574500000,10,0,0,0,0,1,0.1,0,0,0.01818181818181818
chr2R,576000000,577000000,576500000,5,0,0,0,0,0,0,0,0,0
chr2R,577000000,578000000,577500000,4,0,0,0,0,0,0,0,0,0
chr2R,579000000,580000000,579500000,1,0,0,0,0,0,0,0,0,0
chr2R,580000000,581000000,580500000,6,1,0.16666666666666666,0,0,0,0,0.01818181818181818,0,0
chr2R,581000000,582000000,581500000,3,0,0,0,0,0,0,0,0,0
chr2R,584000000,585000000,584500000,1,0,0,0,0,0,0,0,0,0
chr2R,585000000,586000000,585500000,1,0,0,0,0,0,0,0,0,0
chr2R,586000000,587000000,586500000,2,0,0,0,0,0,0,0,0,0
chr2R,589000000,590000000,589500000,7,0,0,0,0,0,0,0,0,0
chr2R,590000000,591000000,590500000,4,0,0,0,0,0,0,0,0,0
chr2R,591000000,592000000,591500000,4,0,0,0,0,1,0.25,0,0,0.01818181818181818
chr2R,593000000,594000000,593500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,594000000,595000000,594500000,1,0,0,0,0,0,0,0,0,0
chr2R,595000000,596000000,595500000,13,0,0,0,0,0,0,0,0,0
chr2R,600000000,601000000,600500000,1,0,0,0,0,0,0,0,0,0
chr2R,602000000,603000000,602500000,1,0,0,0,0,0,0,0,0,0
chr2R,603000000,604000000,603500000,2,0,0,0,0,0,0,0,0,0
chr2R,605000000,606000000,605500000,3,0,0,0,0,0,0,0,0,0
chr2R,606000000,607000000,606500000,5,0,0,1,0.2,0,0,0,0.01818181818181818,0
chr2R,607000000,608000000,607500000,3,0,0,0,0,0,0,0,0,0
chr2R,608000000,609000000,608500000,4,0,0,0,0,0,0,0,0,0
chr2R,610000000,611000000,610500000,7,0,0,0,0,0,0,0,0,0
chr2R,611000000,612000000,611500000,14,1,0.07142857142857142,0,0,0,0,0.01818181818181818,0,0
chr2R,612000000,613000000,612500000,4,0,0,0,0,0,0,0,0,0
chr2R,614000000,615000000,614500000,3,0,0,0,0,0,0,0,0,0
chr2R,615000000,616000000,615500000,1,0,0,0,0,0,0,0,0,0
chr2R,618000000,619000000,618500000,1,0,0,0,0,0,0,0,0,0
chr2R,620000000,621000000,620500000,1,0,0,0,0,0,0,0,0,0
chr2R,621000000,622000000,621500000,1,0,0,0,0,0,0,0,0,0
chr2R,622000000,623000000,622500000,2,0,0,0,0,0,0,0,0,0
chr2R,623000000,624000000,623500000,5,0,0,1,0.2,0,0,0,0.01818181818181818,0
chr2R,624000000,625000000,624500000,9,0,0,0,0,0,0,0,0,0
chr2R,625000000,626000000,625500000,5,0,0,0,0,0,0,0,0,0
chr2R,629000000,630000000,629500000,6,0,0,0,0,0,0,0,0,0
chr2R,640000000,641000000,640500000,7,0,0,0,0,0,0,0,0,0
chr2R,641000000,642000000,641500000,3,0,0,0,0,1,0.3333333333333333,0,0,0.01818181818181818
chr2R,645000000,646000000,645500000,2,0,0,0,0,0,0,0,0,0
chr2R,646000000,647000000,646500000,5,0,0,0,0,0,0,0,0,0
chr2R,648000000,649000000,648500000,3,0,0,0,0,0,0,0,0,0
chr2R,654000000,655000000,654500000,1,0,0,0,0,0,0,0,0,0
chr2R,655000000,656000000,655500000,4,0,0,0,0,0,0,0,0,0
chr2R,656000000,657000000,656500000,2,0,0,0,0,0,0,0,0,0
chr2R,658000000,659000000,658500000,24,0,0,0,0,0,0,0,0,0
chr2R,659000000,660000000,659500000,4,0,0,0,0,0,0,0,0,0
chr2R,664000000,665000000,664500000,1,0,0,0,0,0,0,0,0,0
chr2R,665000000,666000000,665500000,8,0,0,0,0,0,0,0,0,0
chr2R,667000000,668000000,667500000,5,0,0,0,0,0,0,0,0,0
chr2R,668000000,669000000,668500000,7,1,0.14285714285714285,0,0,0,0,0.01818181818181818,0,0
chr2R,669000000,670000000,669500000,3,0,0,0,0,0,0,0,0,0
chr2R,670000000,671000000,670500000,3,0,0,0,0,0,0,0,0,0
chr2R,671000000,672000000,671500000,4,1,0.25,0,0,0,0,0.01818181818181818,0,0
chr2R,672000000,673000000,672500000,2,0,0,0,0,0,0,0,0,0
chr2R,673000000,674000000,673500000,2,0,0,0,0,0,0,0,0,0
chr2R,674000000,675000000,674500000,6,0,0,0,0,0,0,0,0,0
chr2R,678000000,679000000,678500000,13,1,0.07692307692307693,0,0,0,0,0.01818181818181818,0,0
chr2R,680000000,681000000,680500000,2,0,0,0,0,0,0,0,0,0
chr2R,681000000,682000000,681500000,1,0,0,0,0,0,0,0,0,0
chr2R,683000000,684000000,683500000,9,0,0,0,0,0,0,0,0,0
chr2R,684000000,685000000,684500000,7,0,0,0,0,0,0,0,0,0
chr2R,686000000,687000000,686500000,2,0,0,0,0,0,0,0,0,0
chr2R,687000000,688000000,687500000,3,0,0,0,0,0,0,0,0,0
chr2R,691000000,692000000,691500000,2,0,0,0,0,0,0,0,0,0
chr2R,692000000,693000000,692500000,1,0,0,0,0,0,0,0,0,0
chr2R,697000000,698000000,697500000,5,0,0,0,0,0,0,0,0,0
chr2R,702000000,703000000,702500000,10,0,0,0,0,1,0.1,0,0,0.01818181818181818
chr2R,703000000,704000000,703500000,5,0,0,0,0,0,0,0,0,0
chr2R,706000000,707000000,706500000,6,0,0,0,0,0,0,0,0,0
chr2R,707000000,708000000,707500000,11,0,0,0,0,0,0,0,0,0
chr2R,708000000,709000000,708500000,5,0,0,0,0,0,0,0,0,0
chr2R,710000000,711000000,710500000,8,0,0,0,0,0,0,0,0,0
chr2R,711000000,712000000,711500000,3,0,0,0,0,0,0,0,0,0
chr2R,714000000,715000000,714500000,1,0,0,0,0,0,0,0,0,0
chr2R,715000000,716000000,715500000,1,1,1,0,0,0,0,0.01818181818181818,0,0
chr2R,720000000,721000000,720500000,7,0,0,0,0,0,0,0,0,0
chr2R,722000000,723000000,722500000,6,0,0,1,0.16666666666666666,0,0,0,0.01818181818181818,0
chr2R,723000000,724000000,723500000,4,0,0,0,0,0,0,0,0,0
chr2R,724000000,725000000,724500000,2,0,0,1,0.5,0,0,0,0.01818181818181818,0
chr2R,725000000,726000000,725500000,5,1,0.2,0,0,0,0,0.01818181818181818,0,0
chr2R,730000000,731000000,730500000,1,0,0,0,0,0,0,0,0,0
chr2R,732000000,733000000,732500000,3,0,0,0,0,0,0,0,0,0
chr2R,736000000,737000000,736500000,1,0,0,0,0,0,0,0,0,0
chr2R,737000000,738000000,737500000,2,0,0,0,0,0,0,0,0,0
chr2R,738000000,739000000,738500000,3,0,0,0,0,0,0,0,0,0
chr2R,739000000,740000000,739500000,3,0,0,0,0,1,0.3333333333333333,0,0,0.01818181818181818
chr2R,742000000,743000000,742500000,1,0,0,0,0,0,0,0,0,0
chr2R,743000000,744000000,743500000,3,0,0,0,0,0,0,0,0,0
chr2R,744000000,745000000,744500000,1,0,0,0,0,0,0,0,0,0
chr2R,746000000,747000000,746500000,2,0,0,0,0,0,0,0,0,0
chr2R,747000000,748000000,747500000,1,0,0,0,0,0,0,0,0,0
chr2R,748000000,749000000,748500000,1,0,0,0,0,0,0,0,0,0
chr2R,751000000,752000000,751500000,1,0,0,0,0,0,0,0,0,0
chr2R,752000000,753000000,752500000,2,0,0,0,0,0,0,0,0,0
chr2R,753000000,754000000,753500000,1,0,0,0,0,0,0,0,0,0
chr2R,754000000,755000000,754500000,1,0,0,0,0,0,0,0,0,0
chr2R,755000000,756000000,755500000,2,0,0,0,0,0,0,0,0,0
chr2R,757000000,758000000,757500000,1,0,0,0,0,0,0,0,0,0
chr2R,758000000,759000000,758500000,3,0,0,0,0,0,0,0,0,0
chr2R,762000000,763000000,762500000,5,1,0.2,0,0,0,0,0.01818181818181818,0,0
chr2R,763000000,764000000,763500000,2,0,0,0,0,0,0,0,0,0
chr2R,765000000,766000000,765500000,9,0,0,0,0,0,0,0,0,0
chr2R,766000000,767000000,766500000,4,0,0,0,0,0,0,0,0,0
chr2R,768000000,769000000,768500000,11,0,0,1,0.09090909090909091,0,0,0,0.01818181818181818,0
chr2R,769000000,770000000,769500000,5,0,0,0,0,0,0,0,0,0
chr2R,770000000,771000000,770500000,3,0,0,0,0,0,0,0,0,0
chr2R,771000000,772000000,771500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,772000000,773000000,772500000,11,0,0,0,0,0,0,0,0,0
chr2R,773000000,774000000,773500000,1,0,0,0,0,0,0,0,0,0
chr2R,775000000,776000000,775500000,3,0,0,0,0,0,0,0,0,0
chr2R,776000000,777000000,776500000,4,0,0,0,0,0,0,0,0,0
chr2R,777000000,778000000,777500000,7,0,0,0,0,0,0,0,0,0
chr2R,778000000,779000000,778500000,5,0,0,0,0,0,0,0,0,0
chr2R,779000000,780000000,779500000,7,0,0,0,0,0,0,0,0,0
chr2R,780000000,781000000,780500000,5,0,0,0,0,0,0,0,0,0
chr2R,782000000,783000000,782500000,2,0,0,0,0,0,0,0,0,0
chr2R,788000000,789000000,788500000,12,1,0.08333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,793000000,794000000,793500000,3,0,0,0,0,0,0,0,0,0
chr2R,794000000,795000000,794500000,4,0,0,0,0,0,0,0,0,0
chr2R,796000000,797000000,796500000,1,0,0,0,0,0,0,0,0,0
chr2R,798000000,799000000,798500000,1,0,0,0,0,0,0,0,0,0
chr2R,799000000,800000000,799500000,12,0,0,0,0,0,0,0,0,0
chr2R,800000000,801000000,800500000,8,0,0,0,0,0,0,0,0,0
chr2R,802000000,803000000,802500000,7,0,0,1,0.14285714285714285,0,0,0,0.01818181818181818,0
chr2R,803000000,804000000,803500000,2,0,0,0,0,0,0,0,0,0
chr2R,804000000,805000000,804500000,2,0,0,0,0,0,0,0,0,0
chr2R,805000000,806000000,805500000,1,0,0,0,0,0,0,0,0,0
chr2R,809000000,810000000,809500000,2,1,0.5,0,0,0,0,0.01818181818181818,0,0
chr2R,813000000,814000000,813500000,2,0,0,0,0,0,0,0,0,0
chr2R,814000000,815000000,814500000,19,1,0.05263157894736842,0,0,0,0,0.01818181818181818,0,0
chr2R,815000000,816000000,815500000,10,0,0,0,0,0,0,0,0,0
chr2R,817000000,818000000,817500000,6,1,0.16666666666666666,1,0.16666666666666666,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,818000000,819000000,818500000,2,0,0,0,0,0,0,0,0,0
chr2R,819000000,820000000,819500000,10,0,0,0,0,0,0,0,0,0
chr2R,820000000,821000000,820500000,4,0,0,0,0,0,0,0,0,0
chr2R,823000000,824000000,823500000,6,0,0,0,0,0,0,0,0,0
chr2R,824000000,825000000,824500000,1,0,0,0,0,0,0,0,0,0
chr2R,825000000,826000000,825500000,8,0,0,0,0,0,0,0,0,0
chr2R,826000000,827000000,826500000,1,0,0,0,0,0,0,0,0,0
chr2R,828000000,829000000,828500000,6,0,0,0,0,0,0,0,0,0
chr2R,829000000,830000000,829500000,1,0,0,0,0,0,0,0,0,0
chr2R,830000000,831000000,830500000,2,0,0,0,0,0,0,0,0,0
chr2R,831000000,832000000,831500000,8,0,0,0,0,0,0,0,0,0
chr2R,832000000,833000000,832500000,10,1,0.1,0,0,0,0,0.01818181818181818,0,0
chr2R,833000000,834000000,833500000,12,1,0.08333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,834000000,835000000,834500000,2,0,0,0,0,0,0,0,0,0
chr2R,838000000,839000000,838500000,4,1,0.25,0,0,0,0,0.01818181818181818,0,0
chr2R,841000000,842000000,841500000,4,0,0,0,0,0,0,0,0,0
chr2R,842000000,843000000,842500000,1,0,0,0,0,0,0,0,0,0
chr2R,843000000,844000000,843500000,14,0,0,0,0,0,0,0,0,0
chr2R,844000000,845000000,844500000,13,0,0,0,0,0,0,0,0,0
chr2R,847000000,848000000,847500000,1,0,0,0,0,0,0,0,0,0
chr2R,848000000,849000000,848500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,849000000,850000000,849500000,14,2,0.14285714285714285,0,0,0,0,0.03636363636363636,0,0
chr2R,850000000,851000000,850500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,851000000,852000000,851500000,13,0,0,0,0,1,0.07692307692307693,0,0,0.01818181818181818
chr2R,852000000,853000000,852500000,27,0,0,0,0,0,0,0,0,0
chr2R,854000000,855000000,854500000,4,0,0,0,0,0,0,0,0,0
chr2R,855000000,856000000,855500000,4,0,0,0,0,0,0,0,0,0
chr2R,856000000,857000000,856500000,1,0,0,0,0,0,0,0,0,0
chr2R,859000000,860000000,859500000,2,0,0,0,0,0,0,0,0,0
chr2R,860000000,861000000,860500000,2,0,0,0,0,0,0,0,0,0
chr2R,861000000,862000000,861500000,6,0,0,0,0,0,0,0,0,0
chr2R,865000000,866000000,865500000,2,0,0,0,0,0,0,0,0,0
chr2R,866000000,867000000,866500000,2,0,0,0,0,0,0,0,0,0
chr2R,867000000,868000000,867500000,22,1,0.045454545454545456,0,0,0,0,0.01818181818181818,0,0
chr2R,868000000,869000000,868500000,6,0,0,0,0,0,0,0,0,0
chr2R,870000000,871000000,870500000,6,0,0,0,0,0,0,0,0,0
chr2R,871000000,872000000,871500000,11,0,0,0,0,0,0,0,0,0
chr2R,872000000,873000000,872500000,14,0,0,0,0,0,0,0,0,0
chr2R,873000000,874000000,873500000,7,0,0,0,0,0,0,0,0,0
chr2R,876000000,877000000,876500000,1,0,0,0,0,0,0,0,0,0
chr2R,877000000,878000000,877500000,5,0,0,0,0,0,0,0,0,0
chr2R,885000000,886000000,885500000,5,0,0,0,0,0,0,0,0,0
chr2R,887000000,888000000,887500000,18,0,0,1,0.05555555555555555,0,0,0,0.01818181818181818,0
chr2R,888000000,889000000,888500000,26,1,0.038461538461538464,0,0,0,0,0.01818181818181818,0,0
chr2R,889000000,890000000,889500000,2,0,0,0,0,0,0,0,0,0
chr2R,892000000,893000000,892500000,2,0,0,0,0,0,0,0,0,0
chr2R,895000000,896000000,895500000,1,0,0,0,0,0,0,0,0,0
chr2R,896000000,897000000,896500000,3,0,0,0,0,0,0,0,0,0
chr2R,897000000,898000000,897500000,1,0,0,0,0,0,0,0,0,0
chr2R,898000000,899000000,898500000,13,0,0,0,0,0,0,0,0,0
chr2R,899000000,900000000,899500000,4,0,0,0,0,0,0,0,0,0
chr2R,900000000,901000000,900500000,9,2,0.2222222222222222,0,0,0,0,0.03636363636363636,0,0
chr2R,902000000,903000000,902500000,4,0,0,0,0,0,0,0,0,0
chr2R,906000000,907000000,906500000,13,0,0,0,0,0,0,0,0,0
chr2R,908000000,909000000,908500000,5,0,0,0,0,0,0,0,0,0
chr2R,910000000,911000000,910500000,1,1,1,0,0,0,0,0.01818181818181818,0,0
chr2R,912000000,913000000,912500000,2,0,0,0,0,0,0,0,0,0
chr2R,914000000,915000000,914500000,8,0,0,0,0,0,0,0,0,0
chr2R,915000000,916000000,915500000,1,0,0,0,0,0,0,0,0,0
chr2R,920000000,921000000,920500000,4,0,0,0,0,0,0,0,0,0
chr2R,922000000,923000000,922500000,3,0,0,0,0,0,0,0,0,0
chr2R,926000000,927000000,926500000,3,0,0,0,0,0,0,0,0,0
chr2R,928000000,929000000,928500000,6,0,0,0,0,0,0,0,0,0
chr2R,929000000,930000000,929500000,1,0,0,0,0,0,0,0,0,0
chr2R,930000000,931000000,930500000,2,0,0,0,0,0,0,0,0,0
chr2R,931000000,932000000,931500000,6,0,0,0,0,0,0,0,0,0
chr2R,934000000,935000000,934500000,55,0,0,0,0,0,0,0,0,0
chr2R,936000000,937000000,936500000,2,0,0,0,0,0,0,0,0,0
chr2R,938000000,939000000,938500000,6,0,0,0,0,0,0,0,0,0
chr2R,941000000,942000000,941500000,3,0,0,0,0,0,0,0,0,0
chr2R,942000000,943000000,942500000,10,0,0,0,0,0,0,0,0,0
chr2R,945000000,946000000,945500000,1,0,0,0,0,0,0,0,0,0
chr3R,0,1000000,500000,2,0,0,0,0,0,0,0,0,0
chr3R,1000000,2000000,1500000,7,0,0,0,0,0,0,0,0,0
chr3R,4000000,5000000,4500000,1,0,0,0,0,0,0,0,0,0
chr3R,5000000,6000000,5500000,12,1,0.08333333333333333,1,0.08333333333333333,0,0,0.01818181818181818,0.01818181818181818,0
chr3R,7000000,8000000,7500000,4,0,0,0,0,0,0,0,0,0
chr3R,9000000,10000000,9500000,10,0,0,0,0,0,0,0,0,0
chr3R,11000000,12000000,11500000,24,0,0,0,0,0,0,0,0,0
chr3R,12000000,13000000,12500000,19,1,0.05263157894736842,0,0,0,0,0.01818181818181818,0,0
chr3R,13000000,14000000,13500000,3,0,0,0,0,0,0,0,0,0
chr3R,14000000,15000000,14500000,9,0,0,0,0,0,0,0,0,0
chr3R,15000000,16000000,15500000,25,0,0,0,0,0,0,0,0,0
chr3R,16000000,17000000,16500000,9,0,0,0,0,0,0,0,0,0
chr3R,17000000,18000000,17500000,11,0,0,0,0,0,0,0,0,0
chr3R,18000000,19000000,18500000,2,0,0,0,0,0,0,0,0,0
chr3R,20000000,21000000,20500000,14,0,0,0,0,0,0,0,0,0
chr3R,21000000,22000000,21500000,4,1,0.25,0,0,0,0,0.01818181818181818,0,0
chr3R,22000000,23000000,22500000,11,0,0,0,0,0,0,0,0,0
chr3R,23000000,24000000,23500000,6,2,0.3333333333333333,0,0,0,0,0.03636363636363636,0,0
chr3R,25000000,26000000,25500000,5,0,0,0,0,0,0,0,0,0
chr3R,27000000,28000000,27500000,8,0,0,0,0,0,0,0,0,0
chr3R,30000000,31000000,30500000,11,0,0,0,0,0,0,0,0,0
chr3R,31000000,32000000,31500000,18,0,0,0,0,0,0,0,0,0
chr3R,32000000,33000000,32500000,3,0,0,0,0,0,0,0,0,0
chr3R,33000000,34000000,33500000,2,0,0,0,0,0,0,0,0,0
chr3R,35000000,36000000,35500000,11,0,0,0,0,0,0,0,0,0
chr3R,36000000,37000000,36500000,5,0,0,0,0,0,0,0,0,0
chr3R,38000000,39000000,38500000,2,0,0,0,0,0,0,0,0,0
chr3R,41000000,42000000,41500000,13,0,0,0,0,0,0,0,0,0
chr3R,43000000,44000000,43500000,6,1,0.16666666666666666,0,0,0,0,0.01818181818181818,0,0
chr3R,44000000,45000000,44500000,9,1,0.1111111111111111,0,0,0,0,0.01818181818181818,0,0
chr3R,46000000,47000000,46500000,9,0,0,0,0,0,0,0,0,0
chr3R,49000000,50000000,49500000,1,0,0,0,0,0,0,0,0,0
chr3R,50000000,51000000,50500000,3,0,0,0,0,0,0,0,0,0
chr3R,51000000,52000000,51500000,10,0,0,0,0,0,0,0,0,0
chr3R,52000000,53000000,52500000,8,0,0,0,0,0,0,0,0,0
chr3R,53000000,54000000,53500000,6,0,0,0,0,0,0,0,0,0
chr3R,57000000,58000000,57500000,16,0,0,0,0,0,0,0,0,0
chr3R,58000000,59000000,58500000,12,0,0,0,0,0,0,0,0,0
chr3R,60000000,61000000,60500000,10,0,0,0,0,0,0,0,0,0
chr3R,61000000,62000000,61500000,7,0,0,0,0,0,0,0,0,0
chr3R,62000000,63000000,62500000,21,0,0,0,0,0,0,0,0,0
chr3R,63000000,64000000,63500000,7,0,0,0,0,0,0,0,0,0
chr3R,65000000,66000000,65500000,8,0,0,0,0,0,0,0,0,0
chr3R,69000000,70000000,69500000,9,0,0,0,0,0,0,0,0,0
chr3R,73000000,74000000,73500000,1,0,0,0,0,0,0,0,0,0
chr3R,77000000,78000000,77500000,5,0,0,0,0,0,0,0,0,0
chr3R,79000000,80000000,79500000,7,0,0,0,0,0,0,0,0,0
chr3R,80000000,81000000,80500000,8,0,0,0,0,0,0,0,0,0
chr3R,81000000,82000000,81500000,8,0,0,0,0,0,0,0,0,0
chr3R,82000000,83000000,82500000,9,0,0,0,0,0,0,0,0,0
chr3R,83000000,84000000,83500000,5,0,0,0,0,0,0,0,0,0
chr3R,85000000,86000000,85500000,2,0,0,0,0,0,0,0,0,0
chr3R,86000000,87000000,86500000,1,0,0,0,0,0,0,0,0,0
chr3R,87000000,88000000,87500000,4,0,0,0,0,0,0,0,0,0
chr3R,88000000,89000000,88500000,4,0,0,0,0,0,0,0,0,0
chr3R,90000000,91000000,90500000,9,0,0,1,0.1111111111111111,0,0,0,0.01818181818181818,0
chr3R,95000000,96000000,95500000,5,0,0,0,0,0,0,0,0,0
